127.0.0.1 - - [03/Mar/2016:08:45:57 -0500] "GET / HTTP/1.1" 404 1004
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:20 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:21 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 200 4321
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/tabs-content-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/bg-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/tabs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/search-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/menu-row-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/footer-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/marker-1.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/button-marker.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/button-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 404 1066
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/button-shadow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/search-icon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:12:43 -0500] "GET /MANAGER_FITNESS/images/tabs-a.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:15:14 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 200 85402
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:16:38 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 200 17127
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:21:24 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 200 15606
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:36:11 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 200 35487
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:37:18 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 200 28252
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:37:42 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:39:56 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:40:36 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:41:22 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:41:43 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 200 9164
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:42:31 -0500] "GET /MANAGER_FITNESS/nutrition.html HTTP/1.1" 200 5977
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:42:31 -0500] "GET /MANAGER_FITNESS/images/row-bot-tail.gif HTTP/1.1" 200 155
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:42:31 -0500] "GET /MANAGER_FITNESS/images/page2-img1.jpg HTTP/1.1" 200 18804
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:42:37 -0500] "GET /MANAGER_FITNESS/diets.html HTTP/1.1" 200 6346
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:42:37 -0500] "GET /MANAGER_FITNESS/images/page3-img1.jpg HTTP/1.1" 200 10807
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:42:37 -0500] "GET /MANAGER_FITNESS/images/page3-img2.jpg HTTP/1.1" 200 11360
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:43:26 -0500] "GET /MANAGER_FITNESS/programs.html HTTP/1.1" 200 6045
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:43:27 -0500] "GET /MANAGER_FITNESS/images/page4-img1.jpg HTTP/1.1" 200 19937
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:43:41 -0500] "GET /MANAGER_FITNESS/contacts.html HTTP/1.1" 200 4386
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:47:00 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:48:28 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:49:46 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:10:59:54 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 200 12845
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 200 64837
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:00:01 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 200 29482
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:01:55 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:02:20 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:27 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 200 137274
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 200 54305
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:05:39 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 200 106076
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:07:23 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 200 9783
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 200 106076
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 200 64837
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/tabs-content-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/tabs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/bg-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/menu-row-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/footer-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/marker-1.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/button-marker.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/button-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/search-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/button-shadow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/search-icon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:52 -0500] "GET /MANAGER_FITNESS/images/tabs-a.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 200 9783
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
